片名,年份,语言,第一语言,筛选原因,导演,类型,制片国家/地区,豆瓣评分,评价人数,剧情简介,Gemini评价,Region,Language_Category,Decade,Is_Dialect,来源URL
咖喱辣椒,1990,粤语 / 英语 / 马来语,粤语,外语为主(外语2/中文1),柯受良,犯罪 / 动作 / 爱情,中国香港,7.3,53403,咖喱（张学友 饰）与辣椒（周星驰 饰）从小就是一对好友，后来又一起加入了警队。两人看起来吊儿郎当的，可是他们的工作表现突出，生活上工作上都是彼此的好搭档。但主播祖儿（柏安妮 饰）的出现让两人的友情遇到了考验。祖儿到警局为咖喱与辣椒做专访，而他们同时爱上了这名美丽的女孩。即使两人心中都有了芥蒂，工作时候也是心绪不宁。他们无意间破坏了警方正在侦查的毒品案，他们的线人更因为身份暴露而被杀害了。他们都感到十分沮丧，于是两人放下心中芥蒂，再次合力侦破案件……,周星驰与张学友联袂的港式双雄警匪喜剧，将兄弟情义与三角恋爱的尴尬完美结合，尽显早期港片的市井活力。,China,Chinese,1990s,1,https://movie.douban.com/subject/1301865/
喋血街头,1990,粤语 / 英语 / 越南语 / 法语,粤语,外语为主(外语3/中文1),吴宇森,剧情 / 动作 / 犯罪,中国香港,8.2,43322,细荣(李子雄饰）、阿B（梁朝伟饰），辉仔（张学友饰）在石殎尾陡置区一同成长，三人情同手足，虽然各人家境贫困，年轻的心从没有失去对将来的幻想与憧憬。阿B因要与女友小珍（袁洁莹饰）结婚，众人各出奇谋为阿B筹钱。辉仔借来高利贷途中被劫，辉仔负伤往婚礼。及后，阿B与辉仔往复仇而误杀废强，细荣众人遂到越南逃亡。其时西贡市长外弛内张，对众人来说便是炼狱，更遇上越共刺杀越南政要，细荣遂决定要拼死捞一笔钱才离开越南。细荣远亲中、法混血儿阿乐（任达华饰）是职业杀手，阿乐得悉越南恶霸梁源盛在夜总会有黄金交易，遂与一众里应外合，激战后把黄金抢走，阿B为拯救一位香港女歌星陈秀青而险丧命……吴宇森巅峰时期的野心力作，对情与义的探讨有其深邃之处，动作场面火爆亮眼。是港片不可多得的佳作。,《喋血街头》通过雄浑大气的节唆把控，彰显了正义勧气的力量，动作设计拳拳到肉，是一部热血沸腾的商业大片。,China,Chinese,1990s,1,https://movie.douban.com/subject/1295344/
圣战风云,1990,粤语 / 英语 / 波兰语,粤语,外语为主(外语2/中文1),林岭东,动作 / 犯罪 / 惊悚,中国香港,5.8,516,波兰华沙的解放同盟军其实是个打着革命旗号的恐怖组织，为了显示自己的力量，他们准备在美国商务代表团访问香港时制造爆炸事件，借此达到他们的政治目的。美国中央情报局掌握这一线索后派干探域拿赴港阻止这场阴谋，由于事关政治因素，故香港政治部亦派出李督察（李修贤）协助域拿行动。 两个来自不同环境的探员刚开始水火不容，渐渐产生深厚友谊，同心协力粉碎了恐怖组织的爆炸企图，还击伤这个组织的首领。 可是事情并没有结束，死里逃生的恐怖组织头目孤身闯入电视台新闻部，劫持了所有工作人员，其中包括李督察的女友Annie（关之琳），他准备在此制造流血事件，并向全世界转播，此时李督察与域拿双双赶到，不料李的得力助手小邓（黄光亮）已被恐怖分子收买，李督察与域拿落入了恐怖组织手中，在危急关头，他们两人如何救己救人？,,China,Chinese,1990s,1,https://movie.douban.com/subject/1298048/
太阳之子,1990,英语 / 粤语,英语,外语为第一语言,钱升玮 / 华山,动作,中国香港,6.2,1067,大限将至，老宗主向徒弟格弄（林正英 饰）和格西讲述天地世间正邪交替的道理，随后圆寂。肉身焚化后的舍利子，心术不正的格西抢夺舍利子，打伤格弄。受伤的格弄与徒儿班卓（罗芙洛 饰）逃走，在一家孤儿院找到宗主转世的小活佛，欲将其护送回布达拉宫。格西得知消息派出鹰犬追杀二人，格弄自知命不久矣，用通灵术向小活佛托付身后之事。小活佛在通往香港的火车上，遇到欲偷渡香港的小吉。班卓通过铸镜法与师傅通话，决定前往香港迎回小活佛，并消灭修炼邪法的格西……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/2567692/
安乐战场,1990,粤语 / 英语 / 塔加路语 / 菲律宾语,粤语,外语为主(外语3/中文1),曾志伟,剧情 / 动作 / 恐怖,中国香港,6.6,2510,某年夏天，来自香港各个阶层的一群人组成了一支菲律宾旅游团。在美丽女孩Candy（温碧霞 饰）的带队下，他们来到了这个温暖的热带国度。当地导游阿卜（曾志伟 饰）带领香港游客们四处游玩购物，度过了愉快的一天。入夜，游客们在一家餐厅欣赏了别开生面的演出后，准备返回宾馆休息。就在这时，对面的商铺传来剧烈的爆炸声和密集的枪声。原来数名菲共游击队员在其中进行枪火交易，结果遭遇闻讯赶来的警察，双方爆发激烈的枪战。走投无路之际，游击队员劫持了香港游客的客车。他们以人质的性命作要挟，要求政府释放菲共的领袖。生死存亡之时，每个人都面临着命运与人性的巨大考验……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1863361/
客途秋恨,1990,英语 / 汉语普通话 / 粤语 / 日语,英语,外语为第一语言,许鞍华,剧情 / 家庭,中国香港 / 中国台湾,8.5,16068,晓恩（张曼玉 饰）留学归来参加妹妹的婚礼，期间发觉与母亲葵子（陆小芬 饰）的隔阂与矛盾只增不减。直到陪母亲回日本探亲时，她才真正开始了解自己的母亲。原来在抗日期间到满洲投靠哥哥的母亲，结识了当时身为军官的父亲（李子雄 饰），并与其结婚，战后决定随丈夫一起搬到澳门生活。因 生活习惯和文化等各方面的差异，令母亲与公婆同女儿之间的隔阂与误解不断。然而在母女俩终于取得了沟通与谅解之时，却从大陆传来了从小带大晓恩的祖父中风不良于行的消息， 向来和他们不和的母亲却要求忙拍戏的女儿一定要去......,影片以细腻的女性视角与纪实镜头，在母女关系的流变中，深情吟诵了一曲关于家国认同与历史漂泊的挽歌。,China,Chinese,1990s,1,https://movie.douban.com/subject/1308304/
浪漫杀手自由人,1990,粤语 / 英语 / 日语,粤语,外语为主(外语2/中文1),高飞,动作,中国香港 / 英国,6.2,573,留学英国的珍，过着平静快乐的校园生活，因一次无意间目击山口组杀手自由人枪杀一老者，卷入黑社会仇杀的旋涡中，而改变了她的一生。当自由人再杀唐人街头号首领大窿时，再次巧遇珍，警方发觉珍似乎认识自由人，便将珍带回警署问话。同时大窿之助手二窿也派手也跟踪珍，以求找出自由人下落。自由人欲杀珍灭口，但见珍故意为其隐瞒，并被珍之气质吸引，反而约定再会之期……,,China,Chinese,1990s,1,https://movie.douban.com/subject/2334129/
老虎出更2,1990,英语 / 粤语,英语,外语为第一语言,刘家良,剧情 / 喜剧 / 动作,中国香港,5.9,2241,林益当年差多年，仍是散仔一名，心有不甘，时欲“发围”。此时林的外甥水牛从美国回来渡假，因帮助在酒吧邂逅的席梦思。因而令林、思及自己卷入一宗侵吞军火交易的罪行之中……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1304618/
阿修罗,1990,日语 / 粤语,日语,外语为第一语言,蓝乃才 / 刘仕裕,动作 / 冒险 / 奇幻,中国香港 / 日本,6.3,3422,神魔之争绵延千年，地狱圣女阿修罗（叶蕴仪 饰）被卷入两界相争，但是她爱上了明媚快乐的人界，恳请慈空大师（胜新太郎 饰）给予她滞留人间的机会，慈空慈悲为怀，遂派出徒弟吉祥果（阿部宽 饰）和孔雀（元彪 饰）在一周时间内护卫阿修罗，直到他重返魔界。阿修罗与两名“保镖”找到了自己在魔界的爱宠兼伙伴戏鬼，但此时，魔界中的鬼妃为了吸取阿修罗的真气取而代之其在魔界的位置，令座下鬼众袭击阿修罗，戏鬼惨遭石化，而孔雀为了搭救戏鬼亦被冰冻。阿修罗与吉祥果结识了发明家和他的妹妹（李丽珍 饰），在戏鬼回复期间，他们暂住发明家家中，此时距离阿修罗返回魔界的日期临近，而鬼妃仍不放弃取代阿修罗的计划……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1299373/
上海1920,1991,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,梁普智,剧情,中国香港,7.1,454,故事发生在1910年的上海，美国富家子弟高道生（亚德里安·帕斯达 Adrian Pasdar 饰）结识了名为方林（尊龙 饰）的流浪儿，两人之间建立起了非常坚实的友谊。一次偶然中，两人在误打误撞之下发现了大毒枭藏匿毒品的地窖，因而引来了杀身之祸，在枪战中，道生的父亲不幸遇难，而方林则因为给高道生报仇打死了毒枭而遭到了警方的逮捕。一晃眼二十五年过去了，高道生再度回到了上海想要寻找音信全无的方林，发现此时的方林已经成为了上海滩上有头有脸的人物。时间改变了两人的性格，最终导致了他们的决裂。抗日战争打响了，方林虽然带着妻子离开了上海，但他最放不下的，还是高道生。,,China,Chinese,1990s,1,https://movie.douban.com/subject/1296556/
惊天12小时,1991,粤语 / 英语 / 汉语普通话 / 日语 / 泰语,粤语,外语为主(外语3/中文2),王晶,动作 / 喜剧,中国香港,6.7,1647,8月8日新加坡25周年国庆之际，国际知名的达卡喇嘛访新，日本赤军方面则计划暗杀达卡。香港国际刑警雷泰（谭咏麟 饰）奉命卫护达卡，将赤军领导北岛三郎支部歼灭。在达卡所乘坐飞往新加坡的客机上，黑道人物大B（刘德华 饰）与女友阿玲（罗美薇 饰）偶然结识达卡，达卡推算出自己与阿玲八字相同，他们的命运面临同样的一次挑战。飞机刚一降落，机场的赤军份子突袭达卡，将达卡和阿玲打伤，而这两人的血型居然都是罕见的P型血，全新加坡此时只有三名P型血公民，如果不能在8小时内找到血液，两人都将有性命之虞。潜藏在新加坡的北岛余部迅速展开对P型血人士的追杀，雷泰等人始终落后一步，大B担心女友安危，强迫雷泰与自己合作，而此时，P型血人士只剩最后一名肥波（曾志伟 饰）……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1464814/
秋月,1992,粤语 / 日语 / 英语,粤语,外语为主(外语2/中文1),罗卓瑶,喜剧 / 剧情,中国香港 / 日本,7.7,516,日本青年时夫暂时抛开刻板的工作，独自来到香港，企图在美食与美色中找出人生的真谛。直至遇上天真俏皮的中学生慧后，才真正找到自己所希望了解的东西，两人虽碍于言语隔膜，却发展出一段纯真的友情。慧的父母带其兄移居加拿大，留下慧与祖母同住，在与慧的祖母的相处中，时夫感受到了来自于老一辈人对于故土的理解，深受启发的他最终回到了故乡。,,China,Chinese,1990s,1,https://movie.douban.com/subject/1295745/
警察故事3：超级警察,1992,粤语 / 英语 / 汉语普通话 / 马来语 / 泰语,粤语,外语为主(外语3/中文2),唐季礼,喜剧 / 动作 / 犯罪,中国香港,7.8,54595,这集，神勇干探陈家驹（成龙 饰）将远赴大陆，化身囚犯打入国际军火毒品走私集团的内部。在大陆美女公安杨建华（杨紫琼 饰）的帮助下，家驹顺利接近了正在服刑的集团成员豹强（元华 饰）。豹强视家驹为心腹，和他策划越狱行动。为了放长线，家驹爽快应承了。他们越狱后，豹强主张到家驹随口编出来的家乡躲避，幸得杨建华提前安排，才没有漏出马脚，杨建华自称家驹妹妹，与他们同行。他们来到香港见到了集团的老大猜霸，顺利成为集团的一员。猜霸带着手下前往吉隆坡营救被绑架的妻子，遇到了家驹的女友阿美（张曼玉 饰）。阿美不知家驹正在执行任务，以为他和杨建华在偷情。阿美的举动引起了集团成员的怀疑，连场大战一触即发！,唐季礼执导的港式警匪动作巅峰，成龙的亡命特技与杨紫琼的极佳身手相得益善，带来惊心动魄的视觉盛宴。,China,Chinese,1990s,1,https://movie.douban.com/subject/1296203/
多桑,1994,日语 / 闽南语 / 汉语普通话,日语,外语为第一语言,Nien-Jen Wu,剧情,中国台湾,8.6,4257,故事发生在1929年的台湾，那一年，多桑（蔡振南 饰）来到了这个世界。成年之后，多桑结婚成家，并有了三个可爱的孩子。然而，生活对于多桑来说是贫困而艰苦的，他在金矿场工作所得根本无法承担起家中巨大的开支，为此，多桑的妻子不得不外出做木工，以补贴家用。屋漏偏逢连夜雨，金矿场倒闭了，家中失去了最大的经济来源。五年过去，多桑重回职场，当上了一名煤矿工人，并渐渐向上发展，最终成为了山中矿场的村长。人到中年，多桑终于患上了几乎所有煤矿工人都会患上的气喘病，不堪忍受病痛的折磨，多桑只能退休，没过多久，他便被送入了医院，只能依靠器械维生。,吴念真以极其写实、饱含深情的镜头，记录了父亲那一代台湾人在历史变迁中的复杂情怀与生活轨迹。,China,Chinese,1990s,1,https://movie.douban.com/subject/1295285/
